date,position,songname,artist,last week,peak position,weeks on chart
2016-10-22,96,Goosebumps,Travis Scott,91,51,4
2016-10-22,97,Fresh Eyes,Andy Grammer,--,59,1
2016-10-22,98,Wanna Be That Song,Brett Eldredge,--,46,1
2016-10-22,99,Why You Always Hatin?,YG Featuring Drake &amp; Kamaiyah,90,62,16
2016-10-22,100,All Eyez,The Game Featuring Jeremih,--,79,1
2016-10-15,1,Closer,The Chainsmokers Featuring Halsey,1,1,9
2016-10-15,2,Heathens,twenty one pilots,2,2,15
2016-10-15,3,Starboy,The Weeknd Featuring Daft Punk,40,1,2
2016-10-15,4,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,3,2,10
2016-10-15,5,Let Me Love You,DJ Snake Featuring Justin Bieber,4,4,8
2016-10-15,6,Treat You Better,Shawn Mendes,6,6,17
2016-10-15,7,Cheap Thrills,Sia Featuring Sean Paul,5,1,33
2016-10-15,8,Broccoli,D.R.A.M. Featuring Lil Yachty,8,5,16
2016-10-15,9,Don't Let Me Down,The Chainsmokers Featuring Daya,7,3,33
2016-10-15,10,This Is What You Came For,Calvin Harris Featuring Rihanna,10,3,22
2016-10-15,11,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,9,9,17
2016-10-15,12,Ride,twenty one pilots,11,5,29
2016-10-15,13,I Hate U I Love U,gnash Featuring Olivia O'Brien,19,10,24
2016-10-15,14,One Dance,Drake Featuring WizKid &amp; Kyla,14,1,26
2016-10-15,15,Gold,Kiiara,16,13,19
2016-10-15,16,Send My Love (To Your New Lover),Adele,13,8,20
2016-10-15,17,Needed Me,Rihanna,12,7,35
2016-10-15,18,Too Good,Drake Featuring Rihanna,15,14,22
2016-10-15,19,Side To Side,Ariana Grande Featuring Nicki Minaj,18,4,5
2016-10-15,20,Can't Stop The Feeling!,Justin Timberlake,17,1,21
2016-10-15,21,Luv,Tory Lanez,22,19,14
2016-10-15,22,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",23,15,14
2016-10-15,23,Into You,Ariana Grande,20,13,20
2016-10-15,24,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,31,12,9
2016-10-15,25,Hymn For The Weekend,Coldplay,25,25,18
2016-10-15,26,Unsteady,X Ambassadors,27,20,20
2016-10-15,27,My Way,Calvin Harris,24,24,2
2016-10-15,28,Panda,Desiigner,28,1,32
2016-10-15,29,This Girl,Kungs vs Cookin' On 3 Burners,26,26,10
2016-10-15,30,The Greatest,Sia Featuring Kendrick Lamar,34,18,4
2016-10-15,31,For Free,DJ Khaled Featuring Drake,30,13,17
2016-10-15,32,Controlla,Drake,33,16,22
2016-10-15,33,"Sit Still, Look Pretty",Daya,29,28,18
2016-10-15,34,Forever Country,"Artists Of Then, Now &amp; Forever",21,21,2
2016-10-15,35,No Limit,Usher Featuring Young Thug,32,32,14
2016-10-15,36,OOOUUU,Young M.A,52,19,5
2016-10-15,37,Setting The World On Fire,Kenny Chesney Featuring P!nk,37,29,9
2016-10-15,38,Just Like Fire,P!nk,38,10,24
2016-10-15,39,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,39,4,31
2016-10-15,40,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,43,29,9
2016-10-15,41,Black Beatles,Rae Sremmurd Featuring Gucci Mane,77,1,3
2016-10-15,42,Low Life,Future Featuring The Weeknd,44,18,34
2016-10-15,43,Tiimmy Turner,Desiigner,35,34,10
2016-10-15,44,It Don't Hurt Like It Used To,Billy Currington,53,44,10
2016-10-15,45,Work,Rihanna Featuring Drake,41,1,36
2016-10-15,46,I Took A Pill In Ibiza,Mike Posner,45,4,37
2016-10-15,47,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,49,39,7
2016-10-15,48,Never Be Like You,Flume Featuring Kai,36,20,26
2016-10-15,49,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,50,43,7
2016-10-15,50,H.O.L.Y.,Florida Georgia Line,47,14,22
2016-10-15,51,Scars To Your Beautiful,Alessia Cara,58,8,5
2016-10-15,52,Caroline,Amine,65,11,4
2016-10-15,53,Blue Ain't Your Color,Keith Urban,60,24,3
2016-10-15,54,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,55,43,19
2016-10-15,55,Different For Girls,Dierks Bentley Featuring Elle King,48,42,17
2016-10-15,56,Middle Of A Memory,Cole Swindell,59,46,10
2016-10-15,57,Father Stretch My Hands Pt. 1,Kanye West,56,37,21
2016-10-15,58,Fade,Kanye West,62,47,4
2016-10-15,59,Perfect Illusion,Lady Gaga,42,15,3
2016-10-15,60,I Met A Girl,William Michael Morgan,67,60,6
2016-10-15,61,Move,Luke Bryan,71,50,6
2016-10-15,62,1 Night,Lil Yachty,70,49,8
2016-10-15,63,This Town,Niall Horan,--,20,1
2016-10-15,64,Vice,Miranda Lambert,69,47,11
2016-10-15,65,May We All,Florida Georgia Line Featuring Tim McGraw,74,30,5
2016-10-15,66,Money Longer,Lil Uzi Vert,61,54,16
2016-10-15,67,Rock On,Tucker Beathard,64,62,7
2016-10-15,68,Mercy,Shawn Mendes,--,17,2
2016-10-15,69,Peter Pan,Kelsea Ballerini,54,35,18
2016-10-15,70,Come And See Me,PARTYNEXTDOOR Featuring Drake,76,55,13
2016-10-15,71,A Little More Summertime,Jason Aldean,75,52,4
2016-10-15,72,I Know Somebody,LoCash,79,52,5
2016-10-15,73,Mama Said,Lukas Graham,51,36,11
2016-10-15,74,You &amp; Me,Marc E. Bassy Featuring G-Eazy,68,58,12
2016-10-15,75,Me Too,Meghan Trainor,66,13,20
2016-10-15,76,Sleep Without You,Brett Young,81,47,3
2016-10-15,77,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,63,24,15
2016-10-15,78,X,21 Savage &amp; Metro Boomin Featuring Future,84,36,3
2016-10-15,79,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,85,50,6
2016-10-15,80,Make You Miss Me,Sam Hunt,72,45,18
2016-10-15,81,I Got The Keys,DJ Khaled Featuring Jay Z &amp; Future,73,30,14
2016-10-15,82,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",88,27,8
2016-10-15,83,THat Part,ScHoolboy Q Featuring Kanye West,78,40,17
2016-10-15,84,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,83,66,11
2016-10-15,85,You Was Right,Lil Uzi Vert,93,40,12
2016-10-15,86,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,87,70,2
2016-10-15,87,Hold Up,Beyonce,89,13,9
2016-10-15,88,Gangsta,Kehlani,82,41,8
2016-10-15,89,HandClap,Fitz And The Tantrums,--,53,1
2016-10-15,90,Why You Always Hatin?,YG Featuring Drake &amp; Kamaiyah,86,62,15
2016-10-15,91,Goosebumps,Travis Scott,97,51,3
2016-10-15,92,Song For Another Time,Old Dominion,--,59,1
2016-10-15,93,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",95,77,7
2016-10-15,94,Capsize,Frenship &amp; Emily Warren,--,78,1
2016-10-15,95,CRZY,Kehlani,--,85,1
2016-10-15,96,Purple Lamborghini,Skrillex &amp; Rick Ross,90,33,10
2016-10-15,97,With You Tonight / Hasta El Amanecer,Nicky Jam,94,73,19
2016-10-15,98,Cool Girl,Tove Lo,--,84,4
2016-10-15,99,You Look Like I Need A Drink,Justin Moore,80,79,8
2016-10-15,100,No Shopping,French Montana Featuring Drake,98,36,11
2016-10-08,1,Closer,The Chainsmokers Featuring Halsey,1,1,8
2016-10-08,2,Heathens,twenty one pilots,2,2,14
2016-10-08,3,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,3,2,9
2016-10-08,4,Let Me Love You,DJ Snake Featuring Justin Bieber,6,4,7
2016-10-08,5,Cheap Thrills,Sia Featuring Sean Paul,4,1,32
2016-10-08,6,Treat You Better,Shawn Mendes,8,6,16
2016-10-08,7,Don't Let Me Down,The Chainsmokers Featuring Daya,5,3,32
2016-10-08,8,Broccoli,D.R.A.M. Featuring Lil Yachty,12,5,15
2016-10-08,9,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,13,9,16
2016-10-08,10,This Is What You Came For,Calvin Harris Featuring Rihanna,7,3,21
2016-10-08,11,Ride,twenty one pilots,9,5,28
2016-10-08,12,Needed Me,Rihanna,11,7,34
2016-10-08,13,Send My Love (To Your New Lover),Adele,10,8,19
2016-10-08,14,One Dance,Drake Featuring WizKid &amp; Kyla,14,1,25
2016-10-08,15,Too Good,Drake Featuring Rihanna,16,14,21
2016-10-08,16,Gold,Kiiara,20,13,18
2016-10-08,17,Can't Stop The Feeling!,Justin Timberlake,18,1,20
2016-10-08,18,Side To Side,Ariana Grande Featuring Nicki Minaj,19,4,4
2016-10-08,19,I Hate U I Love U,gnash Featuring Olivia O'Brien,23,10,23
2016-10-08,20,Into You,Ariana Grande,17,13,19
2016-10-08,21,Forever Country,"Artists Of Then, Now &amp; Forever",--,21,1
2016-10-08,22,Luv,Tory Lanez,21,19,13
2016-10-08,23,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",22,15,13
2016-10-08,24,My Way,Calvin Harris,--,24,1
2016-10-08,25,Hymn For The Weekend,Coldplay,26,25,17
2016-10-08,26,This Girl,Kungs vs Cookin' On 3 Burners,31,26,9
2016-10-08,27,Unsteady,X Ambassadors,29,20,19
2016-10-08,28,Panda,Desiigner,25,1,31
2016-10-08,29,"Sit Still, Look Pretty",Daya,32,28,17
2016-10-08,30,For Free,DJ Khaled Featuring Drake,27,13,16
2016-10-08,31,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,33,12,8
2016-10-08,32,No Limit,Usher Featuring Young Thug,37,32,13
2016-10-08,33,Controlla,Drake,30,16,21
2016-10-08,34,The Greatest,Sia Featuring Kendrick Lamar,24,18,3
2016-10-08,35,Tiimmy Turner,Desiigner,34,34,9
2016-10-08,36,Never Be Like You,Flume Featuring Kai,28,20,25
2016-10-08,37,Setting The World On Fire,Kenny Chesney Featuring P!nk,40,29,8
2016-10-08,38,Just Like Fire,P!nk,36,10,23
2016-10-08,39,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,35,4,30
2016-10-08,40,Starboy,The Weeknd Featuring Daft Punk,--,1,1
2016-10-08,41,Work,Rihanna Featuring Drake,41,1,35
2016-10-08,42,Perfect Illusion,Lady Gaga,15,15,2
2016-10-08,43,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,50,29,8
2016-10-08,44,Low Life,Future Featuring The Weeknd,44,18,33
2016-10-08,45,I Took A Pill In Ibiza,Mike Posner,43,4,36
2016-10-08,46,7 Years,Lukas Graham,45,2,36
2016-10-08,47,H.O.L.Y.,Florida Georgia Line,49,14,21
2016-10-08,48,Different For Girls,Dierks Bentley Featuring Elle King,42,42,16
2016-10-08,49,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,51,39,6
2016-10-08,50,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,48,43,6
2016-10-08,51,Mama Said,Lukas Graham,46,36,10
2016-10-08,52,OOOUUU,Young M.A,67,19,4
2016-10-08,53,It Don't Hurt Like It Used To,Billy Currington,55,44,9
2016-10-08,54,Peter Pan,Kelsea Ballerini,39,35,17
2016-10-08,55,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,63,43,18
2016-10-08,56,Father Stretch My Hands Pt. 1,Kanye West,56,37,20
2016-10-08,57,Juju On Dat Beat (TZ Anthem),Zayion McCall Featuring Zay Hilfigerrr,--,57,1
2016-10-08,58,Scars To Your Beautiful,Alessia Cara,62,8,4
2016-10-08,59,Middle Of A Memory,Cole Swindell,64,46,9
2016-10-08,60,Blue Ain't Your Color,Keith Urban,73,24,2
2016-10-08,61,Money Longer,Lil Uzi Vert,54,54,15
2016-10-08,62,Fade,Kanye West,47,47,3
2016-10-08,63,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,52,24,14
2016-10-08,64,Rock On,Tucker Beathard,65,62,6
2016-10-08,65,Caroline,Aminé,70,65,3
2016-10-08,66,Me Too,Meghan Trainor,53,13,19
2016-10-08,67,I Met A Girl,William Michael Morgan,71,60,5
2016-10-08,68,You &amp; Me,Marc E. Bassy Featuring G-Eazy,61,58,11
2016-10-08,69,Vice,Miranda Lambert,60,47,10
2016-10-08,70,1 Night,Lil Yachty,83,49,7
2016-10-08,71,Move,Luke Bryan,80,50,5
2016-10-08,72,Make You Miss Me,Sam Hunt,57,45,17
2016-10-08,73,I Got The Keys,DJ Khaled Featuring Jay Z &amp; Future,59,30,13
2016-10-08,74,May We All,Florida Georgia Line Featuring Tim McGraw,86,30,4
2016-10-08,75,A Little More Summertime,Jason Aldean,69,52,3
2016-10-08,76,Come And See Me,PARTYNEXTDOOR Featuring Drake,82,55,12
2016-10-08,77,Black Beatles,Rae Sremmurd Featuring Gucci Mane,96,1,2
2016-10-08,78,THat Part,ScHoolboy Q Featuring Kanye West,66,40,16
2016-10-08,79,I Know Somebody,LoCash,85,52,4
2016-10-08,80,You Look Like I Need A Drink,Justin Moore,91,79,7
2016-10-08,81,Sleep Without You,Brett Young,89,47,2
2016-10-08,82,Gangsta,Kehlani,74,41,7
2016-10-08,83,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,68,66,10
2016-10-08,84,X,21 Savage &amp; Metro Boomin Featuring Future,98,36,2
2016-10-08,85,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,81,50,5
2016-10-08,86,Why You Always Hatin?,YG Featuring Drake &amp; Kamaiyah,77,62,14
2016-10-08,87,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,--,70,1
2016-10-08,88,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",95,27,7
2016-10-08,89,Hold Up,Beyonce,88,13,8
2016-10-08,90,Purple Lamborghini,Skrillex &amp; Rick Ross,78,33,9
2016-10-08,91,Cancer,twenty one pilots,--,91,1
2016-10-08,92,My PYT,Wale,84,54,15
2016-10-08,93,You Was Right,Lil Uzi Vert,99,40,11
2016-10-08,94,With You Tonight / Hasta El Amanecer,Nicky Jam,92,73,18
2016-10-08,95,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",93,77,6
2016-10-08,96,Grass Ain't Greener,Chris Brown,94,71,4
2016-10-08,97,Goosebumps,Travis Scott,--,51,2
2016-10-08,98,No Shopping,French Montana Featuring Drake,97,36,10
2016-10-08,99,You Don't Own Me,Grace Featuring G-Eazy,100,57,18
2016-10-08,100,Lockjaw,French Montana Featuring Kodak Black,--,73,11
2016-10-01,1,Closer,The Chainsmokers Featuring Halsey,1,1,7
2016-10-01,2,Heathens,twenty one pilots,2,2,13
2016-10-01,3,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,3,2,8
2016-10-01,4,Cheap Thrills,Sia Featuring Sean Paul,4,1,31
2016-10-01,5,Don't Let Me Down,The Chainsmokers Featuring Daya,5,3,31
2016-10-01,6,Let Me Love You,DJ Snake Featuring Justin Bieber,12,4,6
2016-10-01,7,This Is What You Came For,Calvin Harris Featuring Rihanna,7,3,20
2016-10-01,8,Treat You Better,Shawn Mendes,13,6,15
2016-10-01,9,Ride,twenty one pilots,6,5,27
2016-10-01,10,Send My Love (To Your New Lover),Adele,8,8,18
2016-10-01,11,Needed Me,Rihanna,9,7,33
2016-10-01,12,Broccoli,D.R.A.M. Featuring Lil Yachty,14,5,14
2016-10-01,13,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,10,9,15
2016-10-01,14,One Dance,Drake Featuring WizKid &amp; Kyla,11,1,24
2016-10-01,15,Perfect Illusion,Lady Gaga,--,15,1
2016-10-01,16,Too Good,Drake Featuring Rihanna,17,14,20
2016-10-01,17,Into You,Ariana Grande,15,13,18
2016-10-01,18,Can't Stop The Feeling!,Justin Timberlake,16,1,19
2016-10-01,19,Side To Side,Ariana Grande Featuring Nicki Minaj,18,4,3
2016-10-01,20,Gold,Kiiara,20,13,17
2016-10-01,21,Luv,Tory Lanez,19,19,12
2016-10-01,22,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",21,15,12
2016-10-01,23,I Hate U I Love U,gnash Featuring Olivia O'Brien,22,10,22
2016-10-01,24,The Greatest,Sia Featuring Kendrick Lamar,52,18,2
2016-10-01,25,Panda,Desiigner,24,1,30
2016-10-01,26,Hymn For The Weekend,Coldplay,26,25,16
2016-10-01,27,For Free,DJ Khaled Featuring Drake,23,13,15
2016-10-01,28,Never Be Like You,Flume Featuring Kai,25,20,24
2016-10-01,29,Unsteady,X Ambassadors,29,20,18
2016-10-01,30,Controlla,Drake,27,16,20
2016-10-01,31,This Girl,Kungs vs Cookin' On 3 Burners,30,26,8
2016-10-01,32,"Sit Still, Look Pretty",Daya,28,28,16
2016-10-01,33,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,39,12,7
2016-10-01,34,Tiimmy Turner,Desiigner,34,34,8
2016-10-01,35,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,31,4,29
2016-10-01,36,Just Like Fire,P!nk,32,10,22
2016-10-01,37,No Limit,Usher Featuring Young Thug,36,32,12
2016-10-01,38,Stressed Out,twenty one pilots,37,2,52
2016-10-01,39,Peter Pan,Kelsea Ballerini,35,35,16
2016-10-01,40,Setting The World On Fire,Kenny Chesney Featuring P!nk,49,29,7
2016-10-01,41,Work,Rihanna Featuring Drake,38,1,34
2016-10-01,42,Different For Girls,Dierks Bentley Featuring Elle King,46,42,15
2016-10-01,43,I Took A Pill In Ibiza,Mike Posner,41,4,35
2016-10-01,44,Low Life,Future Featuring The Weeknd,44,18,32
2016-10-01,45,7 Years,Lukas Graham,45,2,35
2016-10-01,46,Mama Said,Lukas Graham,42,36,9
2016-10-01,47,Fade,Kanye West,98,47,2
2016-10-01,48,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,43,43,5
2016-10-01,49,H.O.L.Y.,Florida Georgia Line,40,14,20
2016-10-01,50,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,51,29,7
2016-10-01,51,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,56,39,5
2016-10-01,52,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,47,24,13
2016-10-01,53,Me Too,Meghan Trainor,48,13,18
2016-10-01,54,Money Longer,Lil Uzi Vert,57,54,14
2016-10-01,55,It Don't Hurt Like It Used To,Billy Currington,67,44,8
2016-10-01,56,Father Stretch My Hands Pt. 1,Kanye West,59,37,19
2016-10-01,57,Make You Miss Me,Sam Hunt,53,45,16
2016-10-01,58,Don't Mind,Kent Jones,50,8,20
2016-10-01,59,I Got The Keys,DJ Khaled Featuring Jay Z &amp; Future,55,30,12
2016-10-01,60,Vice,Miranda Lambert,54,47,9
2016-10-01,61,You &amp; Me,Marc E. Bassy Featuring G-Eazy,58,58,10
2016-10-01,62,Scars To Your Beautiful,Alessia Cara,79,8,3
2016-10-01,63,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,76,43,17
2016-10-01,64,Middle Of A Memory,Cole Swindell,68,46,8
2016-10-01,65,Rock On,Tucker Beathard,74,62,5
2016-10-01,66,THat Part,ScHoolboy Q Featuring Kanye West,61,40,15
2016-10-01,67,OOOUUU,Young M.A,82,19,3
2016-10-01,68,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,66,66,9
2016-10-01,69,A Little More Summertime,Jason Aldean,--,52,2
2016-10-01,70,Caroline,Aminé,96,65,2
2016-10-01,71,I Met A Girl,William Michael Morgan,80,60,4
2016-10-01,72,Rise,Katy Perry,62,11,9
2016-10-01,73,Blue Ain't Your Color,Keith Urban,--,24,1
2016-10-01,74,Gangsta,Kehlani,63,41,6
2016-10-01,75,Deja Vu,Post Malone Featuring Justin Bieber,--,75,1
2016-10-01,76,Make Me...,Britney Spears Featuring G-Eazy,33,17,9
2016-10-01,77,Why You Always Hatin?,YG Featuring Drake &amp; Kamaiyah,70,62,13
2016-10-01,78,Purple Lamborghini,Skrillex &amp; Rick Ross,72,33,8
2016-10-01,79,She's Got A Way With Words,Blake Shelton,71,61,12
2016-10-01,80,Move,Luke Bryan,88,50,4
2016-10-01,81,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,81,50,4
2016-10-01,82,Come And See Me,PARTYNEXTDOOR Featuring Drake,83,55,11
2016-10-01,83,1 Night,Lil Yachty,84,49,6
2016-10-01,84,My PYT,Wale,73,54,14
2016-10-01,85,I Know Somebody,LoCash,93,52,3
2016-10-01,86,May We All,Florida Georgia Line Featuring Tim McGraw,60,30,3
2016-10-01,87,Childs Play,Drake,77,49,14
2016-10-01,88,Hold Up,Beyonce,69,13,7
2016-10-01,89,Sleep Without You,Brett Young,--,47,1
2016-10-01,90,American Country Love Song,Jake Owen,64,55,17
2016-10-01,91,You Look Like I Need A Drink,Justin Moore,86,79,6
2016-10-01,92,With You Tonight / Hasta El Amanecer,Nicky Jam,78,73,17
2016-10-01,93,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",91,77,5
2016-10-01,94,Grass Ain't Greener,Chris Brown,90,71,3
2016-10-01,95,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",94,27,6
2016-10-01,96,Black Beatles,Rae Sremmurd Featuring Gucci Mane,--,1,1
2016-10-01,97,No Shopping,French Montana Featuring Drake,85,36,9
2016-10-01,98,X,21 Savage &amp; Metro Boomin Featuring Future,--,36,1
2016-10-01,99,You Was Right,Lil Uzi Vert,95,40,10
2016-10-01,100,You Don't Own Me,Grace Featuring G-Eazy,87,57,17
2016-09-24,1,Closer,The Chainsmokers Featuring Halsey,1,1,6
2016-09-24,2,Heathens,twenty one pilots,3,2,12
2016-09-24,3,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,2,2,7
2016-09-24,4,Cheap Thrills,Sia Featuring Sean Paul,4,1,30
2016-09-24,5,Don't Let Me Down,The Chainsmokers Featuring Daya,5,3,30
2016-09-24,6,Ride,twenty one pilots,7,5,26
2016-09-24,7,This Is What You Came For,Calvin Harris Featuring Rihanna,6,3,19
2016-09-24,8,Send My Love (To Your New Lover),Adele,11,8,17
2016-09-24,9,Needed Me,Rihanna,10,7,32
2016-09-24,10,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,12,9,14
2016-09-24,11,One Dance,Drake Featuring WizKid &amp; Kyla,9,1,23
2016-09-24,12,Let Me Love You,DJ Snake Featuring Justin Bieber,13,4,5
2016-09-24,13,Treat You Better,Shawn Mendes,8,6,14
2016-09-24,14,Broccoli,D.R.A.M. Featuring Lil Yachty,18,5,13
2016-09-24,15,Into You,Ariana Grande,15,13,17
2016-09-24,16,Can't Stop The Feeling!,Justin Timberlake,14,1,18
2016-09-24,17,Too Good,Drake Featuring Rihanna,16,14,19
2016-09-24,18,Side To Side,Ariana Grande Featuring Nicki Minaj,31,4,2
2016-09-24,19,Luv,Tory Lanez,21,19,11
2016-09-24,20,Gold,Kiiara,20,13,16
2016-09-24,21,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",19,15,11
2016-09-24,22,I Hate U I Love U,gnash Featuring Olivia O'Brien,23,10,21
2016-09-24,23,For Free,DJ Khaled Featuring Drake,22,13,14
2016-09-24,24,Panda,Desiigner,25,1,29
2016-09-24,25,Never Be Like You,Flume Featuring Kai,24,20,23
2016-09-24,26,Hymn For The Weekend,Coldplay,27,25,15
2016-09-24,27,Controlla,Drake,26,16,19
2016-09-24,28,"Sit Still, Look Pretty",Daya,28,28,15
2016-09-24,29,Unsteady,X Ambassadors,42,20,17
2016-09-24,30,This Girl,Kungs vs Cookin' On 3 Burners,32,26,7
2016-09-24,31,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,29,4,28
2016-09-24,32,Just Like Fire,P!nk,30,10,21
2016-09-24,33,Make Me...,Britney Spears Featuring G-Eazy,17,17,8
2016-09-24,34,Tiimmy Turner,Desiigner,41,34,7
2016-09-24,35,Peter Pan,Kelsea Ballerini,43,35,15
2016-09-24,36,No Limit,Usher Featuring Young Thug,33,32,11
2016-09-24,37,Stressed Out,twenty one pilots,37,2,51
2016-09-24,38,Work,Rihanna Featuring Drake,35,1,33
2016-09-24,39,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,49,12,6
2016-09-24,40,H.O.L.Y.,Florida Georgia Line,34,14,19
2016-09-24,41,I Took A Pill In Ibiza,Mike Posner,38,4,34
2016-09-24,42,Mama Said,Lukas Graham,36,36,8
2016-09-24,43,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,73,43,4
2016-09-24,44,Low Life,Future Featuring The Weeknd,44,18,31
2016-09-24,45,7 Years,Lukas Graham,46,2,34
2016-09-24,46,Different For Girls,Dierks Bentley Featuring Elle King,48,42,14
2016-09-24,47,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,40,24,12
2016-09-24,48,Me Too,Meghan Trainor,39,13,17
2016-09-24,49,Setting The World On Fire,Kenny Chesney Featuring P!nk,51,29,6
2016-09-24,50,Don't Mind,Kent Jones,45,8,19
2016-09-24,51,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,65,29,6
2016-09-24,52,The Greatest,Sia Featuring Kendrick Lamar,--,18,1
2016-09-24,53,Make You Miss Me,Sam Hunt,50,45,15
